brand_tweet_id,brand_reply,customer_tweet_id,customer_text,raw_customer_text,full_thread_context,thread_depth,created_at
411236,"@213087 For further assistance please follow us and send us a Direct Message, we look forward to your reply!",411234,This isn’t very helpful. Do you have a method where I can get a refund on my battlefront 2 preorder,@AskPlayStation This isn’t very helpful. Do you have a method where I can get a refund on my battlefront 2 preorder,"Customer: @AskPlayStation how can I get a refund on my pre order of battlefront 2? I pre ordered it 2 days ago and changed my mind
Brand (AskPlayStation): @213087 Here to help! For refund info, please check the following link: https://t.co/MInrgZSl48
Customer: @AskPlayStation This isn’t very helpful. Do you have a method where I can get a refund on my battlefront 2 preorder",4,Tue Oct 10 02:28:42 +0000 2017
1366650,"@438137 Oh no! We'd like to help, please send us a DM by clicking here. https://t.co/blzF3DE7ws",1366651,"Yeah, I can't summon FOX to watch the series. I had local TV channels yesterday, but now they are gone. What's the issue here?","@AskPlayStation Yeah, I can't summon FOX to watch the series. I had local TV channels yesterday, but now they are gone. What's the issue here?","Brand (AskPlayStation): Want to watch MLB World Series? Check to see if you have a local Fox in your package at https://t.co/IJ0cWpdKgh https://t.co/lOuqCadEdb
Customer: @AskPlayStation Yeah, I can't summon FOX to watch the series. I had local TV channels yesterday, but now they are gone. What's the issue here?",3,Fri Oct 27 21:58:41 +0000 2017
2451069,@702410 Thanks for the follow. Please check your DM's for further instructions.,2451070,Following,@AskPlayStation Following,"Customer: @AskPlayStation Resetting my password hasnt worked in ages, errors left and right, cant live chat because I don't know my password. now what
Brand (AskPlayStation): @702410 That's odd. Please follow us via Twitter and let us know so we can send you a DM with further instructions.
Customer: @AskPlayStation Following",4,Sun Oct 29 17:13:50 +0000 2017
726461,@294019  Thank you. Please power cycle your network devices and try again: https://t.co/UUMNDRIFMj,726464,Nw-31456-9 is the code sorry mistyped,@AskPlayStation Nw-31456-9 is the code sorry mistyped,"Customer: @AskPlayStation I’m signed on to my PlayStation yet I can’t see who is on or create a party or play any games!!! What’s the issue?
Brand (AskPlayStation): @294019 That's odd. Do you see any kind of error message or error code?
Customer: @AskPlayStation Nw-31456-9 is the code sorry mistyped",4,Wed Oct 11 05:36:23 +0000 2017
313590,@190878 Glad to hear it! Please feel free to Tweet us any time you have questions.,313588,"Thanks for answering! After I deactivated as main PS4 and activated it again, it seemed to work.","@AskPlayStation Thanks for answering! After I deactivated as main PS4 and activated it again, it seemed to work.","Customer: @AskPlayStation hey guys, so I bought FIFA18 from PSN, but any account on my PS4 (even the 1 that bought it) can't play it. could u help?
Brand (AskPlayStation): @190878 Hi there. That sounds a bit strange. Do you see an error message or an error code? Please provide us more details.
Customer: @AskPlayStation Thanks for answering! After I deactivated as main PS4 and activated it again, it seemed to work.",4,Sat Oct 07 20:52:02 +0000 2017
500328,"@135664 Hi there! For refund info, please check the following link: https://t.co/P0NWMI1S8n",500329,"I bought fifa points but I cant use them because i found out my account has a different region. So is it possible that I get a refund?
Thanks.","@AskPlayStation I bought fifa points but I cant use them because i found out my account has a different region. So is it possible that I get a refund?
Thanks.","Customer: @AskPlayStation I bought fifa points but I cant use them because i found out my account has a different region. So is it possible that I get a refund?
Thanks.",2,Fri Dec 01 19:25:35 +0000 2017
1692264,@513633 Sorry to hear that! Please follow us via Twitter and let us know so we can send you a DM with further instructions. Thanks!,1692265,Don't remember email or pass aka I'm screwed,@513634 @AskPlayStation Don't remember email or pass aka I'm screwed,"Customer: I can never get my Playstation name back because I don't have the serial number of my PS3 I sold to someone on Craigslist 7 years ago smh.
Customer: Like WHY @AskPlayStation.
Customer: @513633 @AskPlayStation can you not recover it through email or anything
Customer: @513634 @AskPlayStation Don't remember email or pass aka I'm screwed",5,Mon Nov 06 17:23:51 +0000 2017
390551,@117313 Here to help! What seems to be the issue?,390553,Help!!!,@AskPlayStation Help!!!,Customer: @AskPlayStation Help!!!,2,Mon Oct 09 15:43:33 +0000 2017
2928023,@298646 Please go to Safe Mode and select Restore Default Settings. Steps here: https://t.co/OOaq76kzAA,2869110,Wifi is connected so what's going on?!?!? #psndown #useless,@AskPlayStation Wifi is connected so what's going on?!?!? #psndown #useless,"Customer: @AskPlayStation why is my PlayStation not connecting to my internet out of the blue, cannot play games NW-31297-2 #PSN #brokenagain
Customer: @AskPlayStation Wifi is connected so what's going on?!?!? #psndown #useless",3,Tue Oct 31 19:33:41 +0000 2017
1364662,@437737 Do you see any kind of error message or error code?,1364660,"Okay, I can't update because it says it needs 3gb, I have 30+ available. What is going on with the network?","@AskPlayStation Okay, I can't update because it says it needs 3gb, I have 30+ available. What is going on with the network?","Customer: @AskPlayStation np-31739-3 for Overwatch and there is no update showing, I've done all the recommended, what's wrong on your side?
Brand (AskPlayStation): @437737 Hi Vivi. Please follow the steps in the next link: https://t.co/IpkgL8emIT
Customer: @AskPlayStation Okay, I can't update because it says it needs 3gb, I have 30+ available. What is going on with the network?",4,Wed Oct 18 22:41:01 +0000 2017
957946,"@289325 For further assistance please follow us and send us a Direct Message, we look forward to your reply.",957947,when the call of duty ww2 theme will be available in europe?,@AskPlayStation when the call of duty ww2 theme will be available in europe?,Customer: @AskPlayStation when the call of duty ww2 theme will be available in europe?,2,Wed Oct 11 13:28:12 +0000 2017
1224277,@407214 Please check the email account associated with your PSN Account for further information on that matter.,1224278,Well do you know my email? __email__,@AskPlayStation Well do you know my email? __email__,"Customer: @AskPlayStation why is my PSN account banned? It says I violated policy. I barely use my ps4 but I pay it monthly regardless
Brand (AskPlayStation): @407214 Hi there. Sorry to hear that. Please check your E-mail, You will receive an E-mail notification with further details.
Customer: @AskPlayStation Well do you know my email? __email__",4,Mon Oct 30 04:17:23 +0000 2017
1763534,@530556 Sorry to hear that! We have sent you a Direct Message via Twitter with further instructions.,1763535,I have been having trouble for two days with customer service because of the 2-step verification code. @AskPlayStation,I have been having trouble for two days with customer service because of the 2-step verification code. @AskPlayStation,Customer: I have been having trouble for two days with customer service because of the 2-step verification code. @AskPlayStation,2,Tue Oct 17 22:01:03 +0000 2017
129819,@143581 Thank you for clarifying. Please check your DM's for further instructions.,129818,I performed a full reset of the ps4 few hours ago and I reinstalled all the apps from scratch. Do I still need to go to safe mode ?,@AskPlayStation I performed a full reset of the ps4 few hours ago and I reinstalled all the apps from scratch. Do I still need to go to safe mode ?,"Customer: Hi @AskPlayStation , i’m trying to link my Spotify premium account with my ps4 profile but each time it fails :Spotify account already linked . Could you please help me ?
Brand (AskPlayStation): @143581 Hi Olivier. Let's look into that. Do you have a PS3 or a PS4? Do you see an error message or an error code?
Customer: @AskPlayStation Hi, I have w ps4 pro with the latest version of the system. The error message happens after I successfully logged into Spotify on ps4. The message happens when I want to link my Spotify account to my ps4 profile.
Brand (AskPlayStation): @143581 Totally understand. Thanks for that info. Start your PS4 in safe mode &amp; select Restore Default Settings: https://t.co/OOaq76kzAA
Customer: @AskPlayStation I performed a full reset of the ps4 few hours ago and I reinstalled all the apps from scratch. Do I still need to go to safe mode ?",6,Fri Nov 24 06:24:45 +0000 2017
519089,@239773 This is a connectivity issue. Please take a look at this link for steps: https://t.co/S5KSYuuNYi,519091,Why does it take eternity to download anything on my PS4? Why is PSN so bad?,@AskPlayStation Why does it take eternity to download anything on my PS4? Why is PSN so bad?,Customer: @AskPlayStation Why does it take eternity to download anything on my PS4? Why is PSN so bad?,2,Sat Dec 02 02:20:10 +0000 2017
1115605,"@383244 Hi there! For refund info, please check the following link: https://t.co/MInrgZSl48",1115606,my little sister accidently subcribe to PlayStation now for 1 month is there a way to refund that,@AskPlayStation my little sister accidently subcribe to PlayStation now for 1 month is there a way to refund that,Customer: @AskPlayStation my little sister accidently subcribe to PlayStation now for 1 month is there a way to refund that,2,Tue Oct 24 03:32:29 +0000 2017
192324,"@161171 Oh no! Please try rebuilding the database in safe mode, option 5. Instructions here: https://t.co/8V0e91ioa9",192326,Why FIFA 18 trophies dont appears on News feed?? Can you help With this issue??,@AskPlayStation Why FIFA 18 trophies dont appears on News feed?? Can you help With this issue??,Customer: @AskPlayStation Why FIFA 18 trophies dont appears on News feed?? Can you help With this issue??,2,Wed Oct 04 21:05:12 +0000 2017
306413,@189150 Hey there! We do apologize for the delay. Did you still need assistance?,306414,My PlayStation was stolen n I need to deactivate my account so I can make it primary on my new PlayStation need help,"@AskPlayStation 
My PlayStation was stolen n I need to deactivate my account so I can make it primary on my new PlayStation need help","Customer: @AskPlayStation 
My PlayStation was stolen n I need to deactivate my account so I can make it primary on my new PlayStation need help",2,Fri Oct 06 23:09:29 +0000 2017
2482945,@709377 Hi There! Please check the following link in for further information: https://t.co/IVOKeRvqtx,2482946,why are we not able to record gameplay from PlayStation Now,@AskPlayStation why are we not able to record gameplay from PlayStation Now,Customer: @AskPlayStation why are we not able to record gameplay from PlayStation Now,2,Sun Oct 29 23:39:26 +0000 2017
938826,@342553 Hola Diego. ¿Has tratado de utilizar un cable diferente? Verifica que los cables se encuentran conectados adecuadamente.,938827,La ps4 pro no manda señal al tv si esta conectada con la unidad de procesamiento psvr. Con el hdmi directo al tv si funciona.,@116216 La ps4 pro no manda señal al tv si esta conectada con la unidad de procesamiento psvr. Con el hdmi directo al tv si funciona.,Customer: @116216 La ps4 pro no manda señal al tv si esta conectada con la unidad de procesamiento psvr. Con el hdmi directo al tv si funciona.,2,Sat Oct 21 18:34:27 +0000 2017
623272,"@267941 Please follow us on Twitter and let us know once you do, so we can send you a DM.",623274,someone bought sum of my account through my pay pal... I want my money back,@AskPlayStation someone bought sum of my account through my pay pal... I want my money back,Customer: @AskPlayStation someone bought sum of my account through my pay pal... I want my money back,2,Sat Nov 25 06:54:58 +0000 2017
2214376,"@647078 Hi Luke. Let's look into that. Review the next article for further info on error code CE-34878-0, here: https://t.co/W7AhTUulnd",2214378,what is this? Happens every 10 minutes https://t.co/ACk04wKFq7,@AskPlayStation @115766 what is this? Happens every 10 minutes https://t.co/ACk04wKFq7,Customer: @AskPlayStation @115766 what is this? Happens every 10 minutes https://t.co/ACk04wKFq7,2,Fri Nov 10 06:29:21 +0000 2017
42065,"@125281 Obrigado Renato, recomendamos que redefina a sua senha da PSN seguindo os passos deste link: https://t.co/v918iJhUeY",42063,"Aparece a mensagem: ""A ID de início de sessão ou a palavra-passe não está correta"", mas tenho certeza do meu usuário Renato Corso 2 e senha.","@AskPlayStation Aparece a mensagem: ""A ID de início de sessão ou a palavra-passe não está correta"", mas tenho certeza do meu usuário Renato Corso 2 e senha.","Customer: @121984 não consigo acessar minha conta na PSN EUA (usuário Renato Corso 2) mesmo com minha senha anotada... Aguardo ajuda! Grato.
Brand (AskPlayStation): @125281 Boa tarde Renato! Lamentamos o inconveniente, poderia-nos informar se aparece alguma mensagem ou algum código de erro?
Customer: @AskPlayStation Aparece a mensagem: ""A ID de início de sessão ou a palavra-passe não está correta"", mas tenho certeza do meu usuário Renato Corso 2 e senha.",4,Wed Nov 01 22:41:13 +0000 2017
390554,@208464 Here to help! What seems to be the issue?,390556,I need help @AskPlayStation,I need help @AskPlayStation,Customer: I need help @AskPlayStation,2,Mon Oct 09 15:42:37 +0000 2017
190202,@160605 Please start your system in safe mode and select restore default settings. Steps here: https://t.co/NiCy6xiXKC,190203,I think it has to do with ps4 and the new update,@AskPlayStation I think it has to do with ps4 and the new update,"Customer: @AskPlayStation  Can't sign into PSN. Keeps saying PSN failed. And yes I've done troubleshooting so... Whats up Sony?? I just wanna play ps3
Brand (AskPlayStation): @160605 That's odd. Please power cycle your network devices and try again: https://t.co/UUMNDRIFMj
Customer: @AskPlayStation I think it has to do with ps4 and the new update",4,Wed Oct 04 01:29:08 +0000 2017
339589,@197097 Oh no! have you tried power cycling? Here's a link explaining how to do so.: https://t.co/AQezJpPIRM,339587,"Yes, everytime I attempt to play a game it displays its error message for no connection. Only thing i can think is redo ps+ subscription","@AskPlayStation Yes, everytime I attempt to play a game it displays its error message for no connection. Only thing i can think is redo ps+ subscription","Customer: @AskPlayStation why wont you answer my pleas for help
Brand (AskPlayStation): @197097 Oh no! Are you receiving any error codes or messages?
Customer: @AskPlayStation Yes, everytime I attempt to play a game it displays its error message for no connection. Only thing i can think is redo ps+ subscription",4,Sun Oct 08 00:03:42 +0000 2017
427920,@216766 We are here to help. Please provide more details about the issue in order to assist you properly. Do you see an error code?,427921,why cant i purchase anything in the store? Please help,@AskPlayStation why cant i purchase anything in the store? Please help,Customer: @AskPlayStation why cant i purchase anything in the store? Please help,2,Tue Oct 10 13:23:54 +0000 2017
1200174,@330591 Hi! We have sent you a Direct Message via Twitter with further instructions.,1200175,is there a way to find out your date of birth on ps4? I am trying to get support but I put a wrong date of birth years ago.,@AskPlayStation is there a way to find out your date of birth on ps4? I am trying to get support but I put a wrong date of birth years ago.,Customer: @AskPlayStation is there a way to find out your date of birth on ps4? I am trying to get support but I put a wrong date of birth years ago.,2,Wed Oct 25 05:10:53 +0000 2017
1062049,@370762 Glad to help. Why are you trying to select this Safe Mode option? Let us know more details about the issue.,1062050,my Ps4 isnt allowing me to rebuild my data base I dont know what to do plz help😰,@AskPlayStation my Ps4 isnt allowing me to rebuild my data base I dont know what to do plz help😰,Customer: @AskPlayStation my Ps4 isnt allowing me to rebuild my data base I dont know what to do plz help😰,2,Sat Oct 14 21:46:45 +0000 2017
1551239,"@480027 Sorry to hear that! For refund info, please check the following link: https://t.co/MInrgZSl48",1534854,May I have a refund on this game i purchased it and deleted it with out knowing I had a hard copy may you tell me how I can get a refund,@AskPlayStation May I have a refund on this game i purchased it and deleted it with out knowing I had a hard copy may you tell me how I can get a refund,"Brand (AskPlayStation): Info on Call of Duty: WWII, including steps on how to download, can be found here: https://t.co/6HZw2N7UfR https://t.co/KgkoG0XiSw
Customer: @AskPlayStation May I have a refund on this game i purchased it and deleted it with out knowing I had a hard copy may you tell me how I can get a refund",3,Sat Nov 04 03:18:20 +0000 2017
267895,@179881 Sorry to hear that! Have you tried to rebuild the database in safe mode? here's a link to show you how: https://t.co/8V0e91ioa9,267893,"Yes, absolutely. Trying just now to use tv/video app. It's been stuck on ""please wait"" for several minutes. Tried browser also to no avail","@AskPlayStation Yes, absolutely. Trying just now to use tv/video app. It's been stuck on ""please wait"" for several minutes. Tried browser also to no avail","Customer: @AskPlayStation My PS4 has gone bonkers after last update. Can't access Netflix, HBO, youtube or even the browser. Everything freezes. Help
Brand (AskPlayStation): @179881 Sorry for the delay. Are you still experiencing this issue?
Customer: @AskPlayStation Yes, absolutely. Trying just now to use tv/video app. It's been stuck on ""please wait"" for several minutes. Tried browser also to no avail",4,Fri Oct 06 13:14:45 +0000 2017
1196481,@401129 Sorry to hear that! What Channel are you currently watching the World Series on?,1196484,"I can only watch the World Series in Spanish on #psvue with the ""premium"" package located out of D.C.? https://t.co/Tmenr3YLmI","@117014 I can only watch the World Series in Spanish on #psvue with the ""premium"" package located out of D.C.? https://t.co/Tmenr3YLmI","Customer: @117014 I can only watch the World Series in Spanish on #psvue with the ""premium"" package located out of D.C.? https://t.co/Tmenr3YLmI",2,Wed Oct 25 02:36:17 +0000 2017
263135,@178715 Glad to hear! Feel free to tweet us anytime!,263136,Actually resolved the issue yesterday by doing a chat w/ a Playstation staff member. Thank you though!,@AskPlayStation Actually resolved the issue yesterday by doing a chat w/ a Playstation staff member. Thank you though!,"Customer: @AskPlayStation hey I am having a lot of trouble signing in to my PSN.
Customer: @AskPlayStation It keeps giving me a thing to go reset my password, but whenever I try to it will say the password reset request has expired. Plz help.
Customer: @AskPlayStation Account name: manoleedles (pig icon w/ PS+)
Brand (AskPlayStation): @178715 No worries! Please follow us via Twitter and let us know so we can send you a DM with further instructions. Thanks!
Customer: @AskPlayStation Actually resolved the issue yesterday by doing a chat w/ a Playstation staff member. Thank you though!",6,Thu Oct 05 22:34:32 +0000 2017
1136890,@387814 Glad to help. Please power cycle your network devices and try again: https://t.co/UUMNDRIFMj,1136891,I've been receiving error code NP-34924-2 and ive tried all the solutions in your guide and nothings working please help!,@AskPlayStation I've been receiving error code NP-34924-2 and ive tried all the solutions in your guide and nothings working please help!,Customer: @AskPlayStation I've been receiving error code NP-34924-2 and ive tried all the solutions in your guide and nothings working please help!,2,Sun Nov 05 05:33:40 +0000 2017
2231411,@651123 Hi! Is the game not showing up on the Store to purchase it or did you purchase it and its not showing on your downloads?,2231413,the new COD WWII don't shows up. what can I do?,@AskPlayStation the new COD WWII don't shows up. what can I do?,Customer: @AskPlayStation the new COD WWII don't shows up. what can I do?,2,Fri Nov 10 16:50:44 +0000 2017
623135,"@267906 Hey Steven. Please follow us, so we can give you further assistance via Direct Message. Thanks!",623136,"I'm constantly getting error code ce-34224-5 while playing Destiny 2. I've turned off HDCP, and have even went as far as backing up my saves and initializing my system and I'm still getting this error. No other game causes this.","@AskPlayStation I'm constantly getting error code ce-34224-5 while playing Destiny 2. I've turned off HDCP, and have even went as far as backing up my saves and initializing my system and I'm still getting this error. No other game causes this.","Customer: @AskPlayStation I'm constantly getting error code ce-34224-5 while playing Destiny 2. I've turned off HDCP, and have even went as far as backing up my saves and initializing my system and I'm still getting this error. No other game causes this.",2,Wed Nov 22 17:48:26 +0000 2017
1086455,@376268 Hi Alan! Please follow the steps in the next link to deactivate all other consoles via PC:  https://t.co/BZwY1dGjre,1086457,"Hello @AskPlayStation just wondering, can you guys remove an activation for old PS3? had to replace as had yellow light issue and its dead, thx","Hello @AskPlayStation just wondering, can you guys remove an activation for old PS3? had to replace as had yellow light issue and its dead, thx","Customer: Hello @AskPlayStation just wondering, can you guys remove an activation for old PS3? had to replace as had yellow light issue and its dead, thx",2,Mon Oct 23 18:26:42 +0000 2017
719362,"@292153 Hi Jim! To improve the connection, please power cycle your network devices and try again: https://t.co/UUMNDRIFMj",719364,getting WS-37527-4 error trying to upload a video clip. Just started doing this. What is it &amp; how do I solve it?,@AskPlayStation getting WS-37527-4 error trying to upload a video clip. Just started doing this. What is it &amp; how do I solve it?,Customer: @AskPlayStation getting WS-37527-4 error trying to upload a video clip. Just started doing this. What is it &amp; how do I solve it?,2,Sat Nov 25 07:43:40 +0000 2017
340089,@197218 Hello there. Sorry to hear that. Do you see an error message or an error code? Please provide us more details.,340091,what do I do now with it??,@AskPlayStation what do I do now with it??,Customer: @AskPlayStation what do I do now with it??,2,Sat Oct 07 23:59:49 +0000 2017
1053763,@317938 Hi there. Let's look into that. Have you tried to make your purchase from our Web Based Store? Here: https://t.co/ZI7zGytUEs,1053764,hello. Been trying to purchase “Shadow of War” for 24 hours.... “missed charges” error always occurs.. help!,@AskPlayStation hello. Been trying to purchase “Shadow of War” for 24 hours.... “missed charges” error always occurs.. help!,Customer: @AskPlayStation hello. Been trying to purchase “Shadow of War” for 24 hours.... “missed charges” error always occurs.. help!,2,Sat Oct 14 20:32:36 +0000 2017
2579958,@731287 Un gusto ayudarte! Porfavor siguenos y hazlo saber para poder enviarte mas informacion por Mensajes Directos.,2579959,"me acaban de hackear mi cuenta como puedo solucionarlo? AYUDA POR FAVOR!!
El servicio al cliente por chat no esta funcionando!!","@116216 me acaban de hackear mi cuenta como puedo solucionarlo? AYUDA POR FAVOR!!
El servicio al cliente por chat no esta funcionando!!","Customer: @116216 me acaban de hackear mi cuenta como puedo solucionarlo? AYUDA POR FAVOR!!
El servicio al cliente por chat no esta funcionando!!",2,Thu Nov 16 22:15:51 +0000 2017
1627821,@498373 We would be happy to help! What device are you trying to use to stream?,1627822,trying to connect my tv to PlayStationvue,@AskPlayStation trying to connect my tv to PlayStationvue,Customer: @AskPlayStation trying to connect my tv to PlayStationvue,2,Sun Nov 05 15:03:19 +0000 2017
2637846,@744496 Sure we can help! Please try the following steps related to the error code CE-33987-0: https://t.co/JdOjk7t0LC,2637847,guys my psn not working is there a problem with the server??? https://t.co/awAQDskHi8,@AskPlayStation guys my psn not working is there a problem with the server??? https://t.co/awAQDskHi8,Customer: @AskPlayStation guys my psn not working is there a problem with the server??? https://t.co/awAQDskHi8,2,Fri Nov 17 20:27:41 +0000 2017
2842754,@708320 We have sent you a Direct Message via Twitter with further instructions.,2842752,I dont understand. So the only option left is that ps4 having fault and needs maintenance?,@AskPlayStation I dont understand. So the only option left is that ps4 having fault and needs maintenance?,"Customer: @AskPlayStation hi, when im trying to backup my ps4 to external HD formated to exFat by ps4 system and while backup in process error cr30005-8 occures. The external HD is samsung 1TB and im trying to backup system with 1 game of 28GP. Can you help plz?
Brand (AskPlayStation): @708320 Hi there! You can check here https://t.co/aCBnTi4JfK more details regards to that error code.
Customer: @AskPlayStation I have just installed new ps4 system software &amp; and downloaded the game 1 hour ago. I dont think building the data base will help?
Brand (AskPlayStation): @708320 Check out the next article to troubleshoot the error CE-30005-8: https://t.co/aCBnTi4JfK
Customer: @AskPlayStation I dont understand. So the only option left is that ps4 having fault and needs maintenance?",6,Mon Nov 27 21:07:36 +0000 2017
710241,@289827 Happy to help! Please check your Direct messages!,710242,"stuff i do on this GT beta, will it transfer over to the real game?","@AskPlayStation stuff i do on this GT beta, will it transfer over to the real game?","Customer: @AskPlayStation stuff i do on this GT beta, will it transfer over to the real game?",2,Tue Oct 10 21:03:20 +0000 2017
2605936,@737282 You are welcome.,2605935,Thank you 😊 I well try,@AskPlayStation Thank you 😊 I well try,"Customer: @AskPlayStation hi The problem has been purchased additions of Rocet league and not yet received https://t.co/5ytSCdBEp6
Brand (AskPlayStation): @737282  Glad to assist you. Please follow the steps in the next link for issue downloading additional content: https://t.co/PR9L0S0kEu
Customer: @AskPlayStation I have problem with your Market ??
Brand (AskPlayStation): @737282 Sorry to hear that Restore Licenses to refresh your privileges and try again: https://t.co/WATnmgS37Z
Customer: @AskPlayStation Thank you 😊 I well try",6,Tue Oct 31 14:58:56 +0000 2017
2486501,@710232 That's not good. Please start your console in safe mode and choose option 5 Rebuild Database: https://t.co/OOaq76kzAA,2486503,"so, like alot of ppl , updated and system to 5.01 and installed now i keeps getting message saying that the system can not turn no, what to do now ?
FYI used both, USB &amp; INTERNET download update.","@AskPlayStation so, like alot of ppl , updated and system to 5.01 and installed now i keeps getting message saying that the system can not turn no, what to do now ?
FYI used both, USB &amp; INTERNET download update.","Customer: @AskPlayStation so, like alot of ppl , updated and system to 5.01 and installed now i keeps getting message saying that the system can not turn no, what to do now ?
FYI used both, USB &amp; INTERNET download update.",2,Wed Nov 15 16:21:54 +0000 2017
2875378,"@454757 Hi there. We'd be happy to help. Can you provide us more details, please?",2875380,I NEED HELP,@AskPlayStation I NEED HELP,Customer: @AskPlayStation I NEED HELP,2,Tue Nov 28 05:22:24 +0000 2017
2756325,@771435 Hi there! Please report inappropriate or abusive users by following the steps in this link: https://t.co/vT0D2O1hPF,2756326,"my son was on my PS4, was threaten by a friends friend named NoRaging-- claiming to be a hacker. NoRaging-- threatened to steal account information. Please look into this.","@AskPlayStation my son was on my PS4, was threaten by a friends friend named NoRaging-- claiming to be a hacker. NoRaging-- threatened to steal account information. Please look into this.","Customer: @AskPlayStation my son was on my PS4, was threaten by a friends friend named NoRaging-- claiming to be a hacker. NoRaging-- threatened to steal account information. Please look into this.",2,Tue Nov 21 01:54:07 +0000 2017
